student_id,attendance,assignment_score,exam_score,final_grade,result
991,58,74,74,C,PASS
992,72,92,83,B,PASS
993,70,98,88,B,PASS
994,94,83,92,A,PASS
995,89,99,71,C,PASS
996,68,88,53,D,PASS
997,53,94,57,D,PASS
998,52,59,56,D,PASS
999,88,41,50,D,PASS
1000,97,62,58,D,PASS
1001,84,94,89,B,PASS
1002,66,95,67,C,PASS
1003,85,58,67,C,PASS
1004,53,73,83,B,PASS
1005,69,45,43,D,FAIL
1006,92,43,41,D,FAIL
1007,60,88,71,C,PASS
1008,94,55,93,A,PASS
1009,56,48,64,C,PASS
1010,65,72,64,C,PASS
1011,50,65,95,A,PASS
1012,69,66,78,B,PASS
1013,90,49,83,B,PASS
1014,86,91,46,D,PASS
1015,52,78,94,A,PASS
1016,85,77,40,D,FAIL
1017,63,64,82,B,PASS
1018,85,73,73,C,PASS
1019,86,52,86,B,PASS
1020,75,59,54,D,PASS
1021,86,44,72,C,PASS
1022,67,50,52,D,PASS
1023,84,91,72,C,PASS
1024,75,52,47,D,PASS
1025,86,61,58,D,PASS
1026,76,65,43,D,FAIL
1027,97,59,47,D,PASS
1028,98,43,78,B,PASS
1029,69,77,52,D,PASS
1030,92,40,99,A,PASS
1031,68,88,59,D,PASS
1032,94,82,46,D,PASS
1033,63,80,50,D,PASS
1034,80,68,48,D,PASS
1035,55,71,57,D,PASS
1036,99,85,84,B,PASS
1037,95,95,67,C,PASS
1038,90,97,93,A,PASS
1039,97,98,68,C,PASS
1040,68,64,69,C,PASS
1041,51,82,48,D,PASS
1042,76,43,52,D,PASS
1043,98,58,89,B,PASS
1044,86,42,90,A,PASS
1045,56,88,83,B,PASS
1046,59,57,52,D,PASS
1047,88,52,95,A,PASS
1048,99,84,61,C,PASS
1049,70,69,53,D,PASS
1050,97,47,93,A,PASS
1051,64,94,79,B,PASS
1052,76,96,67,C,PASS
1053,56,74,50,D,PASS
1054,94,45,42,D,FAIL
1055,80,69,75,B,PASS
1056,78,78,43,D,FAIL
1057,63,46,54,D,PASS
1058,70,87,83,B,PASS
1059,69,44,49,D,PASS
1060,53,61,75,B,PASS
1061,92,97,73,C,PASS
1062,61,59,75,B,PASS
1063,54,61,64,C,PASS
1064,98,61,52,D,PASS
1065,51,89,88,B,PASS
1066,70,73,94,A,PASS
1067,93,43,74,C,PASS
1068,67,48,78,B,PASS
1069,87,94,64,C,PASS
1070,67,57,71,C,PASS
1071,51,98,99,A,PASS
1072,61,91,60,C,PASS
1073,66,56,70,C,PASS
1074,87,59,89,B,PASS
1075,72,96,74,C,PASS
1076,51,82,55,D,PASS
1077,87,64,76,B,PASS
1078,51,43,41,D,FAIL
1079,90,64,60,C,PASS
1080,70,93,76,B,PASS
1081,64,78,81,B,PASS
1082,70,85,99,A,PASS
1083,61,92,91,A,PASS
1084,76,82,58,D,PASS
1085,57,62,42,D,FAIL
1086,77,42,81,B,PASS
1087,59,53,56,D,PASS
1088,83,69,76,B,PASS
1089,70,69,53,D,PASS
1090,54,54,62,C,PASS
1091,94,96,67,C,PASS
1092,63,47,67,C,PASS
1093,91,81,98,A,PASS
1094,65,94,74,C,PASS
1095,51,95,77,B,PASS
1096,55,85,69,C,PASS
1097,96,81,95,A,PASS
1098,57,99,75,B,PASS
1099,72,71,52,D,PASS
1100,85,80,48,D,PASS
1101,80,92,78,B,PASS
1102,79,45,63,C,PASS
1103,57,56,55,D,PASS
1104,95,67,48,D,PASS
1105,84,98,60,C,PASS
1106,59,75,67,C,PASS
1107,59,80,99,A,PASS
1108,78,79,77,B,PASS
1109,94,96,65,C,PASS
1110,61,68,75,B,PASS
1111,81,83,75,B,PASS
1112,53,72,70,C,PASS
1113,98,58,41,D,FAIL
1114,84,69,87,B,PASS
1115,51,73,43,D,FAIL
1116,97,45,74,C,PASS
1117,78,91,92,A,PASS
1118,82,45,63,C,PASS
1119,86,98,55,D,PASS
1120,83,62,99,A,PASS
1121,83,87,47,D,PASS
1122,74,75,78,B,PASS
1123,62,80,85,B,PASS
1124,97,95,72,C,PASS
1125,88,47,90,A,PASS
1126,81,73,78,B,PASS
1127,56,95,45,D,PASS
1128,71,87,86,B,PASS
1129,70,56,80,B,PASS
1130,78,87,57,D,PASS
1131,98,73,72,C,PASS
1132,58,54,75,B,PASS
1133,68,44,46,D,PASS
1134,53,93,53,D,PASS
1135,97,50,42,D,FAIL
1136,85,69,50,D,PASS
1137,82,71,70,C,PASS
1138,66,61,54,D,PASS
1139,85,92,98,A,PASS
1140,77,58,61,C,PASS
1141,76,52,56,D,PASS
1142,90,55,91,A,PASS
1143,67,96,40,D,FAIL
1144,59,67,94,A,PASS
1145,91,54,73,C,PASS
1146,62,48,89,B,PASS
1147,50,72,81,B,PASS
1148,75,79,72,C,PASS
1149,68,63,55,D,PASS
1150,68,60,50,D,PASS
1151,81,75,97,A,PASS
1152,74,99,48,D,PASS
1153,73,95,67,C,PASS
1154,91,69,91,A,PASS
1155,87,42,41,D,FAIL
1156,50,83,88,B,PASS
1157,73,65,84,B,PASS
1158,97,82,45,D,PASS
1159,87,90,67,C,PASS
1160,53,41,79,B,PASS
1161,87,68,42,D,FAIL
1162,98,67,53,D,PASS
1163,55,41,90,A,PASS
1164,85,94,40,D,FAIL
1165,77,88,91,A,PASS
1166,50,66,56,D,PASS
1167,79,77,78,B,PASS
1168,73,59,78,B,PASS
1169,93,92,60,C,PASS
1170,85,97,74,C,PASS
1171,72,99,83,B,PASS
1172,68,63,66,C,PASS
1173,53,68,66,C,PASS
1174,81,62,80,B,PASS
1175,73,92,74,C,PASS
1176,55,88,57,D,PASS
1177,84,91,75,B,PASS
1178,84,85,95,A,PASS
1179,96,71,53,D,PASS
1180,99,95,94,A,PASS
1181,69,56,59,D,PASS
1182,98,95,45,D,PASS
1183,86,53,50,D,PASS
1184,91,76,58,D,PASS
1185,79,61,44,D,FAIL
1186,94,99,74,C,PASS
1187,66,60,42,D,FAIL
1188,69,57,46,D,PASS
1189,72,59,63,C,PASS
1190,51,70,71,C,PASS
1191,61,58,46,D,PASS
1192,51,84,97,A,PASS
1193,98,71,85,B,PASS
1194,65,90,64,C,PASS
1195,83,61,92,A,PASS
1196,96,74,78,B,PASS
1197,55,46,70,C,PASS
1198,83,69,78,B,PASS
1199,74,68,77,B,PASS
1200,85,91,92,A,PASS
1201,64,67,67,C,PASS
1202,84,95,79,B,PASS
1203,98,88,76,B,PASS
1204,96,73,86,B,PASS
1205,89,94,94,A,PASS
1206,87,52,78,B,PASS
1207,90,50,80,B,PASS
1208,85,68,63,C,PASS
1209,75,58,43,D,FAIL
1210,60,59,60,C,PASS
1211,56,73,53,D,PASS
1212,92,87,68,C,PASS
1213,72,92,88,B,PASS
1214,52,89,67,C,PASS
1215,77,65,85,B,PASS
1216,55,65,53,D,PASS
1217,60,83,72,C,PASS
1218,68,61,88,B,PASS
1219,71,42,64,C,PASS
1220,70,54,50,D,PASS
1221,54,85,52,D,PASS
1222,97,48,43,D,FAIL
1223,85,67,68,C,PASS
1224,71,97,97,A,PASS
1225,89,41,67,C,PASS
1226,60,43,61,C,PASS
1227,97,75,72,C,PASS
1228,54,96,43,D,FAIL
1229,77,86,79,B,PASS
1230,65,79,80,B,PASS
1231,92,54,64,C,PASS
1232,53,87,45,D,PASS
1233,65,61,60,C,PASS
1234,92,66,94,A,PASS
1235,81,91,79,B,PASS
1236,93,49,88,B,PASS
1237,80,43,48,D,PASS
1238,69,72,95,A,PASS
1239,81,79,60,C,PASS
1240,88,61,89,B,PASS
1241,63,48,63,C,PASS
1242,68,72,87,B,PASS
1243,80,72,70,C,PASS
1244,76,73,80,B,PASS
1245,55,64,95,A,PASS
1246,94,90,66,C,PASS
1247,86,71,97,A,PASS
1248,80,88,96,A,PASS
1249,74,72,48,D,PASS
1250,88,89,49,D,PASS
1251,82,91,46,D,PASS
1252,64,75,65,C,PASS
1253,63,82,45,D,PASS
1254,65,59,97,A,PASS
1255,75,89,54,D,PASS
1256,96,64,83,B,PASS
1257,72,75,62,C,PASS
1258,65,80,70,C,PASS
1259,98,40,59,D,PASS
1260,89,80,96,A,PASS
1261,55,45,77,B,PASS
1262,58,86,84,B,PASS
1263,81,80,64,C,PASS
1264,92,91,43,D,FAIL
1265,80,76,59,D,PASS
1266,66,44,50,D,PASS
1267,82,49,53,D,PASS
1268,87,80,84,B,PASS
1269,57,79,74,C,PASS
1270,67,83,73,C,PASS
1271,73,71,53,D,PASS
1272,56,81,46,D,PASS
1273,60,63,54,D,PASS
1274,95,73,60,C,PASS
1275,52,73,79,B,PASS
1276,88,66,93,A,PASS
1277,97,58,50,D,PASS
1278,57,50,42,D,FAIL
1279,50,78,72,C,PASS
1280,62,89,55,D,PASS
1281,97,63,92,A,PASS
1282,53,76,97,A,PASS
1283,79,42,89,B,PASS
1284,88,74,69,C,PASS
1285,62,77,68,C,PASS
1286,70,87,96,A,PASS
1287,62,46,54,D,PASS
1288,84,59,87,B,PASS
1289,84,92,45,D,PASS
1290,51,95,74,C,PASS
1291,72,78,68,C,PASS
1292,55,62,75,B,PASS
1293,79,81,48,D,PASS
1294,67,69,68,C,PASS
1295,91,88,65,C,PASS
1296,71,92,59,D,PASS
1297,73,83,58,D,PASS
1298,61,76,78,B,PASS
1299,66,82,67,C,PASS
